Tratamiento ID;Grupo Medico ID;Tratamiento Descripcion
3242;9;"ESTANCIA CLÍNICA 2 DÍAS"
3246;9;"SEGMENTACIÓN DE MODELO DIGITAL"
3247;9;"ESTUDIO IMPLANTOLÓGICO"
3252;9;"ESTANCIA CLÍNICA 1 DÍA"
3253;9;"ESTANCIA CLÍNICA 3 DÍAS"
3260;9;"EXTRACCIÓN MUELA JUICIO CON ODONTOSECCIÓN"
3261;9;"REHABILITACIÓN MEDIANTE IMPLANTES SUBPERIÓSTICOS (ARCADA COMPLETA)"
3272;9;"BICHECTOMÍA"
434;40;"BRACKETS VESTIBULARES AUXILIARES: CONTROL"
435;40;"BRACKETS VESTIBULARES AUXILIARES: RETIRADA (AMBAS ARCADAS)"
436;40;"BRACKETS VESTIBULARES AUXILIARES: RETIRADA (UNA ARCADA)"
437;40;"BRACKETS VESTIBULARES AUXILIARES: URGENCIA"
438;40;"BRACKETS VESTIBULARES ESTÉTICOS AUTOLIGABLES (AUXILIARES): CEMENTADO (AMBAS ARCADAS)"
439;40;"BRACKETS VESTIBULARES ESTÉTICOS AUTOLIGABLES (AUXILIARES): CEMENTADO (UNA ARCADA)"
440;40;"BRACKETS VESTIBULARES ESTÉTICOS AUTOLIGABLES: CEMENTADO (AMBAS ARCADAS)"
441;40;"BRACKETS VESTIBULARES ESTÉTICOS AUTOLIGABLES: CEMENTADO (UNA ARCADA)"
442;40;"BRACKETS VESTIBULARES ESTÉTICOS AUTOLIGABLES: RECEMENTADO DE BRACKET"
443;40;"BRACKETS VESTIBULARES ESTÉTICOS AUTOLIGABLES: REPOSICIÓN DE BRACKET"
444;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA (AUXILIARES): CEMENTADO (AMBAS ARCADAS)"
445;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA (AUXILIARES): CEMENTADO (UNA ARCADA)"
446;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA: CEMENTADO (AMBAS ARCADAS)"
447;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA: CEMENTADO (UNA ARCADA)"
448;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA: RECEMENTADO DE BRACKET"
449;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA: REPOSICIÓN DE BRACKET"
450;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO (AUXILIARES): CEMENTADO (AMBAS ARCADAS)"
451;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO (AUXILIARES): CEMENTADO (UNA ARCADA)"
452;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO: CEMENTADO (AMBAS ARCADAS)"
453;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO: CEMENTADO (UNA ARCADA)"
454;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO: RECEMENTADO DE BRACKET"
455;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO: REPOSICIÓN DE BRACKET"
456;40;"BRACKETS VESTIBULARES METÁLICOS AUTOLIGABLES (AUXILIARES): CEMENTADO (AMBAS ARCADAS)"
457;40;"BRACKETS VESTIBULARES METÁLICOS AUTOLIGABLES (AUXILIARES): CEMENTADO (UNA ARCADA)"
458;40;"BRACKETS VESTIBULARES METÁLICOS AUTOLIGABLES: CEMENTADO (AMBAS ARCADAS)"
459;40;"BRACKETS VESTIBULARES METÁLICOS AUTOLIGABLES: CEMENTADO (UNA ARCADA)"
460;40;"BRACKETS VESTIBULARES METÁLICOS AUTOLIGABLES: RECEMENTADO DE BRACKET"
461;40;"BRACKETS VESTIBULARES METÁLICOS AUTOLIGABLES: REPOSICIÓN DE BRACKET"
462;40;"BRACKETS VESTIBULARES METÁLICOS ESPECIALES (AUXILIARES): CEMENTADO (AMBAS ARCADAS)"
463;40;"BRACKETS VESTIBULARES METÁLICOS ESPECIALES (AUXILIARES): CEMENTADO (UNA ARCADA)"
464;40;"BRACKETS VESTIBULARES METÁLICOS ESPECIALES: CEMENTADO (AMBAS ARCADAS)"
465;40;"BRACKETS VESTIBULARES METÁLICOS ESPECIALES: CEMENTADO (UNA ARCADA)"
466;40;"BRACKETS VESTIBULARES METÁLICOS ESPECIALES: RECEMENTADO DE BRACKET"
467;40;"BRACKETS VESTIBULARES METÁLICOS ESPECIALES: REPOSICIÓN DE BRACKET"
468;40;"BRACKETS VESTIBULARES METÁLICOS NORMALES (AUXILIARES): CEMENTADO (AMBAS ARCADAS)"
469;40;"BRACKETS VESTIBULARES METÁLICOS NORMALES (AUXILIARES): CEMENTADO (UNA ARCADA)"
470;40;"BRACKETS VESTIBULARES METÁLICOS NORMALES: CEMENTADO (AMBAS ARCADAS)"
471;40;"BRACKETS VESTIBULARES METÁLICOS NORMALES: CEMENTADO (UNA ARCADA)"
472;40;"BRACKETS VESTIBULARES METÁLICOS NORMALES: RECEMENTADO DE BRACKET"
473;40;"BRACKETS VESTIBULARES METÁLICOS NORMALES: REPOSICIÓN DE BRACKET"
474;40;"BRACKETS VESTIBULARES: CONTROL"
475;40;"BRACKETS VESTIBULARES: RETIRADA (AMBAS ARCADAS, PARA TRATAMIENTOS REALIZADOS EN OTRA CLÍNICA)"
476;40;"BRACKETS VESTIBULARES: RETIRADA (AMBAS ARCADAS)"
477;40;"BRACKETS VESTIBULARES: RETIRADA (UNA ARCADA, PARA TRATAMIENTOS REALIZADOS EN OTRA CLÍNICA)"
478;40;"BRACKETS VESTIBULARES: RETIRADA (UNA ARCADA)"
479;40;"BRACKETS VESTIBULARES: URGENCIA"
480;40;"SUPLEMENTO POR ARCOS TRANSPARENTES SIMPLICLEAR (AMBAS ARCADAS)"
481;40;"SUPLEMENTO POR ARCOS TRANSPARENTES SIMPLICLEAR (UNA ARCADA)"
482;40;"TUBO VESTIBULAR: CEMENTADO"
483;40;"TUBO VESTIBULAR: RECEMENTADO"
484;40;"TUBO VESTIBULAR: REPOSICIÓN"
485;40;"TUBO VESTIBULAR: RETIRADA"
486;40;"TUBO VESTIBULAR: URGENCIA"
1276;40;"TUBO VESTIBULAR: CEMENTADO"
1277;40;"TUBO VESTIBULAR: RECEMENTADO"
1278;40;"TUBO VESTIBULAR: REPOSICIÓN"
1279;40;"TUBO VESTIBULAR: RETIRADA"
1280;40;"TUBO VESTIBULAR: URGENCIA"
1380;40;"BRACKETS VESTIBULARES AUXILIARES: CONTROL"
1381;40;"BRACKETS VESTIBULARES AUXILIARES: RETIRADA (AMBAS ARCADAS)"
1382;40;"BRACKETS VESTIBULARES AUXILIARES: RETIRADA (UNA ARCADA)"
1383;40;"BRACKETS VESTIBULARES AUXILIARES: URGENCIA"
1384;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA AUTOLIGABLES (AUXILIARES): CEMENTADO (AMBAS ARCADAS)"
1385;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA AUTOLIGABLES (AUXILIARES): CEMENTADO (UNA ARCADA)"
1386;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA AUTOLIGABLES: CEMENTADO (AMBAS ARCADAS)"
1387;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA AUTOLIGABLES: CEMENTADO (UNA ARCADA)"
1388;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA AUTOLIGABLES: RECEMENTADO DE BRACKET"
1389;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA AUTOLIGABLES: REPOSICIÓN DE BRACKET"
1390;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA ESPECIALES (AUXILIARES): CEMENTADO (AMBAS ARCADAS)"
1391;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA ESPECIALES (AUXILIARES): CEMENTADO (UNA ARCADA)"
1392;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA: CEMENTADO (AMBAS ARCADAS)"
1393;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA ESPECIALES: CEMENTADO (UNA ARCADA)"
1394;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA ESPECIALES: RECEMENTADO DE BRACKET"
1395;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA ESPECIALES: REPOSICIÓN DE BRACKET"
1396;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA NORMALES (AUXILIARES): CEMENTADO (AMBAS ARCADAS)"
1397;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA NORMALES (AUXILIARES): CEMENTADO (UNA ARCADA)"
1398;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA NORMALES: CEMENTADO (AMBAS ARCADAS)"
1399;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA NORMALES: CEMENTADO (UNA ARCADA)"
1400;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA NORMALES: RECEMENTADO DE BRACKET"
1401;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA NORMALES: REPOSICIÓN DE BRACKET"
1402;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO AUTOLIGABLES (AUXILIARES): CEMENTADO (AMBAS ARCADAS)"
1403;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO AUTOLIGABLES (AUXILIARES): CEMENTADO (UNA ARCADA)"
1404;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO AUTOLIGABLES: CEMENTADO (AMBAS ARCADAS)"
1405;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO AUTOLIGABLES: CEMENTADO (UNA ARCADA)"
1406;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO AUTOLIGABLES: RECEMENTADO DE BRACKET"
1407;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO AUTOLIGABLES: REPOSICIÓN DE BRACKET"
1408;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO ESPECIALES (AUXILIARES): CEMENTADO (AMBAS ARCADAS)"
1409;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO ESPECIALES (AUXILIARES): CEMENTADO (UNA ARCADA)"
1410;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO: CEMENTADO (AMBAS ARCADAS)"
1411;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO ESPECIALES: CEMENTADO (UNA ARCADA)"
1412;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO ESPECIALES: RECEMENTADO DE BRACKET"
1413;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO ESPECIALES: REPOSICIÓN DE BRACKET"
1414;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO NORMALES (AUXILIARES): CEMENTADO (AMBAS ARCADAS)"
1415;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO NORMALES (AUXILIARES): CEMENTADO (UNA ARCADA)"
1416;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO NORMALES: CEMENTADO (AMBAS ARCADAS)"
1417;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO NORMALES: CEMENTADO (UNA ARCADA)"
1418;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO NORMALES: RECEMENTADO DE BRACKET"
1419;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO NORMALES: REPOSICIÓN DE BRACKET"
1420;40;"BRACKETS VESTIBULARES ESTÉTICOS-METÁLICOS DE PORCELANA AUTOLIGABLES (AUXILIARES): CEMENTADO (AMBAS ARCADAS)"
1421;40;"BRACKETS VESTIBULARES ESTÉTICOS-METÁLICOS DE PORCELANA AUTOLIGABLES (AUXILIARES): CEMENTADO (UNA ARCADA)"
1422;40;"BRACKETS VESTIBULARES ESTÉTICOS-METÁLICOS DE PORCELANA AUTOLIGABLES: CEMENTADO (AMBAS ARCADAS)"
1423;40;"BRACKETS VESTIBULARES ESTÉTICOS-METÁLICOS DE PORCELANA AUTOLIGABLES: CEMENTADO (UNA ARCADA)"
1424;40;"BRACKETS VESTIBULARES ESTÉTICOS-METÁLICOS DE PORCELANA AUTOLIGABLES: RECEMENTADO DE BRACKET"
1425;40;"BRACKETS VESTIBULARES ESTÉTICOS-METÁLICOS DE PORCELANA AUTOLIGABLES: REPOSICIÓN DE BRACKET"
1426;40;"BRACKETS VESTIBULARES ESTÉTICOS-METÁLICOS DE ZAFIRO AUTOLIGABLES (AUXILIARES): CEMENTADO (AMBAS ARCADAS)"
1427;40;"BRACKETS VESTIBULARES ESTÉTICOS-METÁLICOS DE ZAFIRO AUTOLIGABLES (AUXILIARES): CEMENTADO (UNA ARCADA)"
1428;40;"BRACKETS VESTIBULARES ESTÉTICOS-METÁLICOS DE ZAFIRO AUTOLIGABLES: CEMENTADO (AMBAS ARCADAS)"
1429;40;"BRACKETS VESTIBULARES ESTÉTICOS-METÁLICOS DE ZAFIRO AUTOLIGABLES: CEMENTADO (UNA ARCADA)"
1430;40;"BRACKETS VESTIBULARES ESTÉTICOS-METÁLICOS DE ZAFIRO AUTOLIGABLES: RECEMENTADO DE BRACKET"
1431;40;"BRACKETS VESTIBULARES ESTÉTICOS-METÁLICOS DE ZAFIRO AUTOLIGABLES: REPOSICIÓN DE BRACKET"
1432;40;"BRACKETS VESTIBULARES METÁLICOS AUTOLIGABLES (AUXILIARES): CEMENTADO (AMBAS ARCADAS)"
1433;40;"BRACKETS VESTIBULARES METÁLICOS AUTOLIGABLES (AUXILIARES): CEMENTADO (UNA ARCADA)"
1434;40;"BRACKETS VESTIBULARES METÁLICOS AUTOLIGABLES: CEMENTADO (AMBAS ARCADAS)"
1435;40;"BRACKETS VESTIBULARES METÁLICOS AUTOLIGABLES: CEMENTADO (UNA ARCADA)"
1436;40;"BRACKETS VESTIBULARES METÁLICOS AUTOLIGABLES: RECEMENTADO DE BRACKET"
1437;40;"BRACKETS VESTIBULARES METÁLICOS AUTOLIGABLES: REPOSICIÓN DE BRACKET"
1438;40;"BRACKETS VESTIBULARES METÁLICOS ESPECIALES (AUXILIARES): CEMENTADO (AMBAS ARCADAS)"
1439;40;"BRACKETS VESTIBULARES METÁLICOS ESPECIALES (AUXILIARES): CEMENTADO (UNA ARCADA)"
1440;40;"BRACKETS VESTIBULARES METÁLICOS: CEMENTADO (AMBAS ARCADAS)"
1441;40;"BRACKETS VESTIBULARES METÁLICOS ESPECIALES: CEMENTADO (UNA ARCADA)"
1442;40;"BRACKETS VESTIBULARES METÁLICOS ESPECIALES: RECEMENTADO DE BRACKET"
1443;40;"BRACKETS VESTIBULARES METÁLICOS ESPECIALES: REPOSICIÓN DE BRACKET"
1444;40;"BRACKETS VESTIBULARES METÁLICOS MINI (AUXILIARES): CEMENTADO (AMBAS ARCADAS)"
1445;40;"BRACKETS VESTIBULARES METÁLICOS MINI (AUXILIARES): CEMENTADO (UNA ARCADA)"
1446;40;"BRACKETS VESTIBULARES METÁLICOS MINI: CEMENTADO (AMBAS ARCADAS)"
1447;40;"BRACKETS VESTIBULARES METÁLICOS MINI: CEMENTADO (UNA ARCADA)"
1448;40;"BRACKETS VESTIBULARES METÁLICOS MINI: RECEMENTADO DE BRACKET"
1449;40;"BRACKETS VESTIBULARES METÁLICOS MINI: REPOSICIÓN DE BRACKET"
1450;40;"BRACKETS VESTIBULARES METÁLICOS NORMALES (AUXILIARES): CEMENTADO (AMBAS ARCADAS)"
1451;40;"BRACKETS VESTIBULARES METÁLICOS NORMALES (AUXILIARES): CEMENTADO (UNA ARCADA)"
1452;40;"BRACKETS VESTIBULARES METÁLICOS NORMALES: CEMENTADO (AMBAS ARCADAS)"
1453;40;"BRACKETS VESTIBULARES METÁLICOS NORMALES: CEMENTADO (UNA ARCADA)"
1454;40;"BRACKETS VESTIBULARES METÁLICOS NORMALES: RECEMENTADO DE BRACKET"
1455;40;"BRACKETS VESTIBULARES METÁLICOS NORMALES: REPOSICIÓN DE BRACKET"
1456;40;"BRACKETS VESTIBULARES: CONTROL"
1457;40;"BRACKETS VESTIBULARES: RETIRADA (AMBAS ARCADAS, PARA TRATAMIENTOS REALIZADOS EN OTRA CLÍNICA)"
1458;40;"BRACKETS VESTIBULARES: RETIRADA (AMBAS ARCADAS)"
1459;40;"BRACKETS VESTIBULARES: RETIRADA (UNA ARCADA, PARA TRATAMIENTOS REALIZADOS EN OTRA CLÍNICA)"
1460;40;"BRACKETS VESTIBULARES: RETIRADA (UNA ARCADA)"
1461;40;"BRACKETS VESTIBULARES: URGENCIA"
1462;40;"SUPLEMENTO POR ARCOS RECUBIERTOS DE TEFLÓN BLANCO (AMBAS ARCADAS)"
1463;40;"SUPLEMENTO POR ARCOS RECUBIERTOS DE TEFLÓN BLANCO (UNA ARCADA)"
1464;40;"SUPLEMENTO POR ARCOS TRANSPARENTES SIMPLICLEAR (AMBAS ARCADAS)"
1465;40;"SUPLEMENTO POR ARCOS TRANSPARENTES SIMPLICLEAR (UNA ARCADA)"
1983;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA AUTOLIGABLES: CEMENTADO DE BRACKET"
1984;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA ESPECIALES: CEMENTADO DE BRACKET"
1985;40;"BRACKETS VESTIBULARES ESTÉTICOS DE PORCELANA NORMALES: CEMENTADO DE BRACKET"
1986;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO AUTOLIGABLES: CEMENTADO DE BRACKET"
1987;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO ESPECIALES: CEMENTADO DE BRACKET"
1988;40;"BRACKETS VESTIBULARES ESTÉTICOS DE ZAFIRO NORMALES: CEMENTADO DE BRACKET"
1989;40;"BRACKETS VESTIBULARES ESTÉTICOS-METÁLICOS DE PORCELANA AUTOLIGABLES: CEMENTADO DE BRACKET"
1990;40;"BRACKETS VESTIBULARES ESTÉTICOS-METÁLICOS DE ZAFIRO AUTOLIGABLES: CEMENTADO DE BRACKET"
1991;40;"BRACKETS VESTIBULARES METÁLICOS AUTOLIGABLES: CEMENTADO DE BRACKET"
1992;40;"BRACKETS VESTIBULARES METÁLICOS ESPECIALES: CEMENTADO DE BRACKET"
1993;40;"BRACKETS VESTIBULARES METÁLICOS MINI: CEMENTADO DE BRACKET"
1994;40;"BRACKETS VESTIBULARES METÁLICOS NORMALES: CEMENTADO DE BRACKET"
389;39;"BRACKETS LINGUALES METALICOS CONVENCIONALES: CEMENTADO (AMBAS ARCADAS)"
390;39;"BRACKETS LINGUALES METALICOS CONVENCIONALES: CEMENTADO (UNA ARCADA)"
391;39;"BRACKETS LINGUALES METALICOS CONVENCIONALES: IMPRESIONES PARA CEMENTADO INDIRECTO"
392;39;"BRACKETS LINGUALES METÁLICOS CONVENCIONALES: RECEMENTADO DE BANDA"
393;39;"BRACKETS LINGUALES METÁLICOS CONVENCIONALES: RECEMENTADO DE BRACKET"
394;39;"BRACKETS LINGUALES METÁLICOS CONVENCIONALES: RECEMENTADO DE TUBO"
395;39;"BRACKETS LINGUALES METÁLICOS CONVENCIONALES: REPOSICIÓN DE ARCO DE ACERO INOXIDABLE"
396;39;"BRACKETS LINGUALES METÁLICOS CONVENCIONALES: REPOSICIÓN DE ARCO DE NIQUEL-TITANIO SUPERELÁSTICO"
397;39;"BRACKETS LINGUALES METÁLICOS CONVENCIONALES: REPOSICIÓN DE ARCO DE NIQUEL-TITANIO TERMOELÁSTICO"
398;39;"BRACKETS LINGUALES METÁLICOS CONVENCIONALES: REPOSICIÓN DE ARCO DE TITANIO-MOLIBDENO"
399;39;"BRACKETS LINGUALES METÁLICOS CONVENCIONALES: REPOSICIÓN DE BANDA"
400;39;"BRACKETS LINGUALES METÁLICOS CONVENCIONALES: REPOSICIÓN DE BRACKET"
401;39;"BRACKETS LINGUALES METÁLICOS CONVENCIONALES: REPOSICIÓN DE TUBO"
402;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (CF-A): ACEPTACIÓN DE SIMULACIÓN DE TRATAMIENTO"
403;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (CF-A): CEMENTADO (AMBAS ARCADAS)"
404;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (CF-A): CEMENTADO (UNA ARCADA)"
405;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (CF-A): IMPRESIONES Y REGISTRO DE MORDIDA PARA ESTUDIO ESPECÍFICO DE INCÓGNITO"
406;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (CF-B): ACEPTACIÓN DE SIMULACIÓN DE TRATAMIENTO"
407;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (CF-B): CEMENTADO (AMBAS ARCADAS)"
408;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (CF-B): CEMENTADO (UNA ARCADA)"
409;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (CF-B): FINANCIACIÓN (10 MENSUALIDADES)"
410;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (CF-B): IMPRESIONES Y REGISTRO DE MORDIDA PARA ESTUDIO ESPECÍFICO DE INCÓGNITO"
411;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO: CANCELACIÓN DE TRATAMIENTO ANTES DE LA ACEPTACIÓN DE LA SIMULACIÓN DE TRATAMIENTO"
412;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO: CANCELACIÓN DE TRATAMIENTO DESPUÉS DE LA ACEPTACIÓN DE LA SIMULACIÓN DE TRATAMIENTO (AMBAS ARCADAS)"
413;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO: CANCELACIÓN DE TRATAMIENTO DESPUÉS DE LA ACEPTACIÓN DE LA SIMULACIÓN DE TRATAMIENTO (UNA ARCADA)"
414;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO: ENVÍO DE PRESCRIPCIÓN"
415;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO: ENVÍO DE REGISTROS"
416;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO: EXPLICACIÓN DE SIMULACIÓN DE TRATAMIENTO"
417;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO: MODIFICACIÓN DE SIMULACIÓN DE TRATAMIENTO"
418;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO: RECEMENTADO DE BANDA"
419;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO: RECEMENTADO DE BRACKET"
420;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO: RECEMENTADO DE TUBO"
421;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO: REPOSICIÓN DE ARCO DE ACERO INOXIDABLE"
422;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO: REPOSICIÓN DE ARCO DE NIQUEL-TITANIO SUPERELÁSTICO"
423;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO: REPOSICIÓN DE ARCO DE NIQUEL-TITANIO TERMOELÁSTICO"
424;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO: REPOSICIÓN DE ARCO DE TITANIO-MOLIBDENO"
425;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO: REPOSICIÓN DE BANDA"
426;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO: REPOSICIÓN DE BRACKET"
427;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO: REPOSICIÓN DE TUBO"
428;39;"BRACKETS LINGUALES METÁLICOS: CONTROL"
429;39;"BRACKETS LINGUALES METÁLICOS: RETIRADA (AMBAS ARCADAS, PARA TRATAMIENTOS REALIZADOS EN OTRA CLÍNICA)"
430;39;"BRACKETS LINGUALES METÁLICOS: RETIRADA (AMBAS ARCADAS)"
431;39;"BRACKETS LINGUALES METÁLICOS: RETIRADA (UNA ARCADA, PARA TRATAMIENTOS REALIZADOS EN OTRA CLÍNICA)"
432;39;"BRACKETS LINGUALES METÁLICOS: RETIRADA (UNA ARCADA)"
433;39;"BRACKETS LINGUALES METÁLICOS: URGENCIA"
1281;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (DOS ARCADAS, ARCADA COMPLETA) (CF-A): ACEPTACIÓN DE SIMULACIÓN DE TRATAMIENTO"
1282;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (DOS ARCADAS, ARCADA COMPLETA) (CF-A): CEMENTADO"
1283;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (DOS ARCADAS, ARCADA COMPLETA) (CF-A): ESCÁNER 3D INTRAORAL PARA ESTUDIO ESPECÍFICO DE INCÓGNITO"
1284;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (DOS ARCADAS, ARCADA COMPLETA) (CF-A): IMPRESIONES Y REGISTRO DE MORDIDA PARA ESTUDIO ESPECÍFICO DE INCÓGNITO"
1285;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (DOS ARCADAS, ARCADA COMPLETA) (CF-B): ACEPTACIÓN DE SIMULACIÓN DE TRATAMIENTO"
1286;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (DOS ARCADAS, ARCADA COMPLETA) (CF-B): CEMENTADO"
1287;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (DOS ARCADAS, ARCADA COMPLETA) (CF-B): ESCÁNER 3D INTRAORAL PARA ESTUDIO ESPECÍFICO DE INCÓGNITO"
1288;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (DOS ARCADAS, ARCADA COMPLETA) (CF-B): FINANCIACIÓN"
1289;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (DOS ARCADAS, ARCADA COMPLETA) (CF-B): IMPRESIONES Y REGISTRO DE MORDIDA PARA ESTUDIO ESPECÍFICO DE INCÓGNITO"
1290;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (DOS ARCADAS, ARCADA COMPLETA) (SF): ACEPTACIÓN DE LA SIMULACIÓN DE TRATAMIENTO"
1291;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (DOS ARCADAS, ARCADA COMPLETA) (SF): CEMENTADO"
1292;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (DOS ARCADAS, ARCADA COMPLETA) (SF): ESCÁNER 3D INTRAORAL PARA ESTUDIO ESPECÍFICO"
1293;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (DOS ARCADAS, ARCADA COMPLETA) (SF): IMPRESIONES Y REGISTRO DE MORDIDA PARA ESTUDIO ESPECÍFICO"
1294;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (DOS ARCADAS, ARCADA COMPLETA): CANCELACIÓN DE TRATAMIENTO ANTES DE LA ACEPTACIÓN DE LA SIMULACIÓN DE TRATAMIENTO"
1295;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (DOS ARCADAS, ARCADA COMPLETA): CANCELACIÓN DE TRATAMIENTO DESPUÉS DE LA ACEPTACIÓN DE LA SIMULACIÓN DE TRATAMIENTO"
1296;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (DOS ARCADAS, SECTOR ANTERIOR) (CF-A): ACEPTACIÓN DE SIMULACIÓN DE TRATAMIENTO"
1297;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (DOS ARCADAS, SECTOR ANTERIOR) (CF-A): CEMENTADO"
1298;39;"BRACKETS LINGUALES METÁLICOS INCÓGNITO (DOS ARCADAS, SECTOR ANTERIOR) (CF-A): ESCÁNER 3D INTRAORAL PARA ESTUDIO ESPECÍFICO DE INCÓGNITO"
